Trip,Avg_Speed_kmh,Avg_RPM,Avg_Fuel_L/100km,HighRPM_LowSpeed_%,Long_Idle_Time_%,Accel_Events,Brake_Events,Eco_Score,Trip_Label,Main_Issue,Second_Issue,What_Went_Well_1,What_Went_Well_2,What_Could_Improve_1,What_Could_Improve_2
2017-08-05_Seat_Leon_S_CW_Normal.csv,67.40830137604331,1609.235309045793,0.22315957344007128,0.0,1.39,1092,984,75.76585118719144,Efficient,Main issue: Acceleration events (−11 pts),Second issue: Braking events (−10 pts),Average fuel consumption is only 0.22 L/100km – this is efficient for this vehicle.,Long idle time is only 1.4% – good anticipation of stops and traffic.,"There were 1092 acceleration and 984 braking events – smoother, more anticipatory driving would help.",
2017-08-07_Seat_Leon_KA_RT_Frei.csv,90.26675436673244,1738.8590586859607,0.2117554325156928,0.0,3.5,734,615,83.34934809811686,Efficient,Main issue: Acceleration events (−7 pts),Second issue: Braking events (−6 pts),Average fuel consumption is only 0.21 L/100km – this is efficient for this vehicle.,Long idle time is only 3.5% – good anticipation of stops and traffic.,"There were 734 acceleration and 615 braking events – smoother, more anticipatory driving would help.",
2017-08-07_Seat_Leon_RT_KA_Frei_Vollbremsung.csv,80.36798363380642,1652.5917913310318,0.21226517050343696,0.0,8.84,1100,1066,72.44817953958757,Efficient,Main issue: Acceleration events (−11 pts),Second issue: Braking events (−11 pts),Average fuel consumption is only 0.21 L/100km – this is efficient for this vehicle.,Long idle time is only 8.8% – good anticipation of stops and traffic.,"There were 1100 acceleration and 1066 braking events – smoother, more anticipatory driving would help.",
2017-08-08_Seat_Leon_RT_S_Normal.csv,65.41255605381166,1494.862331838565,0.22360602256982753,0.0,3.05,703,648,82.13227729162068,Efficient,Main issue: Acceleration events (−7 pts),Second issue: Braking events (−6 pts),Average fuel consumption is only 0.22 L/100km – this is efficient for this vehicle.,Long idle time is only 3.0% – good anticipation of stops and traffic.,"There were 703 acceleration and 648 braking events – smoother, more anticipatory driving would help.",
2017-08-08_Seat_Leon_S_RT_Normal.csv,79.56369439783934,1595.9724597945738,0.17660766564365704,0.0,5.77,498,469,90.25208012276114,Efficient,Main issue: Acceleration events (−5 pts),Second issue: Braking events (−5 pts),Average fuel consumption is only 0.18 L/100km – this is efficient for this vehicle.,Long idle time is only 5.8% – good anticipation of stops and traffic.,"There were 498 acceleration and 469 braking events – smoother, more anticipatory driving would help.",
2017-08-09_Seat_Leon_RT_S_Normal.csv,59.50953255555268,1470.4822153814316,0.24313264049836678,0.01,4.62,956,917,73.78408314019599,Efficient,Main issue: Acceleration events (−10 pts),Second issue: Braking events (−9 pts),Average fuel consumption is only 0.24 L/100km – this is efficient for this vehicle.,Long idle time is only 4.6% – good anticipation of stops and traffic.,"There were 956 acceleration and 917 braking events – smoother, more anticipatory driving would help.",
2017-08-09_Seat_Leon_S_RT_Normal.csv,73.52737772707829,1586.524383288179,0.2007656963015163,0.0,5.63,545,565,85.99311644381804,Efficient,Main issue: Braking events (−6 pts),Second issue: Acceleration events (−5 pts),Average fuel consumption is only 0.20 L/100km – this is efficient for this vehicle.,Long idle time is only 5.6% – good anticipation of stops and traffic.,"There were 545 acceleration and 565 braking events – smoother, more anticipatory driving would help.",
2017-08-10_Seat_Leon_RT_S_Normal.csv,41.551476077366814,1378.9166270783849,0.2767760982379594,0.0,1.12,858,852,73.12686821144487,Efficient,Main issue: Fuel use (−9 pts),Second issue: Acceleration events (−9 pts),Average fuel consumption is only 0.28 L/100km – this is efficient for this vehicle.,Long idle time is only 1.1% – good anticipation of stops and traffic.,"There were 858 acceleration and 852 braking events – smoother, more anticipatory driving would help.",
2017-08-10_Seat_Leon_S_RT_Frei.csv,83.52800407331975,1618.0441446028512,0.16071368323852434,0.0,1.63,422,415,95.52935801137708,Efficient,Main issue: Acceleration events (−4 pts),Second issue: Braking events (−4 pts),Average fuel consumption is only 0.16 L/100km – this is efficient for this vehicle.,Long idle time is only 1.6% – good anticipation of stops and traffic.,"There were 422 acceleration and 415 braking events – smoother, more anticipatory driving would help.",
2018-02-14_Seat_Leon_RT_S_Normal.csv,75.78952467062774,1611.5509558253682,0.26455760830197517,0.0,2.94,733,764,75.81308700376299,Efficient,Main issue: Fuel use (−8 pts),Second issue: Braking events (−8 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 2.9% – good anticipation of stops and traffic.,"There were 733 acceleration and 764 braking events – smoother, more anticipatory driving would help.",
2018-02-14_Seat_Leon_S_RT_Normal.csv,51.226194581752694,1415.5592596850213,0.28837008832132693,0.0,7.74,658,680,72.14558940144077,Efficient,Main issue: Fuel use (−11 pts),Second issue: Braking events (−7 pts),Average fuel consumption is only 0.29 L/100km – this is efficient for this vehicle.,Long idle time is only 7.7% – good anticipation of stops and traffic.,"There were 658 acceleration and 680 braking events – smoother, more anticipatory driving would help.",
2018-02-16_Seat_Leon_S_RT_Normal.csv,80.3099696807562,1591.073693597289,0.184543702999445,0.0,5.72,660,608,86.31475564006661,Efficient,Main issue: Acceleration events (−7 pts),Second issue: Braking events (−6 pts),Average fuel consumption is only 0.18 L/100km – this is efficient for this vehicle.,Long idle time is only 5.7% – good anticipation of stops and traffic.,"There were 660 acceleration and 608 braking events – smoother, more anticipatory driving would help.",
2018-02-17_Seat_Leon_BB_RT_Normal_Glatteis.csv,42.50108157477287,1487.0298274287363,0.29021484012161997,0.0,7.67,1085,1179,62.69921918540562,Moderate,Main issue: Braking events (−12 pts),Second issue: Acceleration events (−11 pts),Average fuel consumption is only 0.29 L/100km – this is efficient for this vehicle.,Long idle time is only 7.7% – good anticipation of stops and traffic.,"There were 1085 acceleration and 1179 braking events – smoother, more anticipatory driving would help.",
2018-02-17_Seat_Leon_RT_BB_Frei.csv,63.647395691300794,1545.2643509680938,0.32341367294697454,0.0,5.15,765,752,67.44535924636305,Moderate,Main issue: Fuel use (−15 pts),Second issue: Acceleration events (−8 pts),Long idle time is only 5.2% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,"Fuel consumption is 0.32 L/100km – acceptable, but there is room to reduce it with gentler throttle input.","There were 765 acceleration and 752 braking events – smoother, more anticipatory driving would help."
2018-02-18_Seat_Leon_RT_KA_Stau.csv,79.99084289906757,1728.2492848917123,0.2583132019795353,0.0,0.76,1567,1450,63.12241576245577,Moderate,Main issue: Acceleration events (−15 pts),Second issue: Braking events (−14 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 0.8% – good anticipation of stops and traffic.,"There were 1567 acceleration and 1450 braking events – smoother, more anticipatory driving would help.",
2018-02-20_Seat_Leon_KA_KA_Frei.csv,29.789840413576083,1343.0055068554732,0.506016971408611,0.0,2.65,282,251,58.345,Moderate,Main issue: Fuel use (−35 pts),Second issue: Acceleration events (−3 pts),Long idle time is only 2.6% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.51 L/100km – consider smoother acceleration and lower RPM where possible.,"282 acceleration and 251 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-02-21_Seat_Leon_BB_RT_Normal.csv,75.32581661416017,1603.3681810645,0.21663366568840772,0.0,6.72,500,492,84.72396011739107,Efficient,Main issue: Acceleration events (−5 pts),Second issue: Braking events (−5 pts),Average fuel consumption is only 0.22 L/100km – this is efficient for this vehicle.,Long idle time is only 6.7% – good anticipation of stops and traffic.,"There were 500 acceleration and 492 braking events – smoother, more anticipatory driving would help.",
2018-02-21_Seat_Leon_KA_BB_Normal.csv,67.09120110129632,1591.4175977974073,0.29691457166671337,0.0,5.73,1263,1250,60.37525139999441,Moderate,Main issue: Acceleration events (−13 pts),Second issue: Braking events (−12 pts),Average fuel consumption is only 0.30 L/100km – this is efficient for this vehicle.,Long idle time is only 5.7% – good anticipation of stops and traffic.,"There were 1263 acceleration and 1250 braking events – smoother, more anticipatory driving would help.",
2018-02-21_Seat_Leon_KA_KA_Normal.csv,29.900435999219106,1292.8938634736774,0.4346358086767312,0.0,17.38,373,391,55.513702958792265,Moderate,Main issue: Fuel use (−28 pts),Second issue: Idling (−5 pts),Long idle time is only 17.4% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.43 L/100km – consider smoother acceleration and lower RPM where possible.,"373 acceleration and 391 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-02-22_Seat_Leon_RT_S_Normal.csv,64.70948518457209,1544.5920101528445,0.25975923060599576,0.0,2.31,942,983,72.42389232728051,Efficient,Main issue: Braking events (−10 pts),Second issue: Acceleration events (−9 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 2.3% – good anticipation of stops and traffic.,"There were 942 acceleration and 983 braking events – smoother, more anticipatory driving would help.",
2018-02-23_Seat_Leon_RT_RT_Frei_Beschleunigung.csv,57.86844951332219,1500.5008357093698,0.28091731116218455,0.0,0.0,274,309,84.45992266053786,Efficient,Main issue: Fuel use (−10 pts),Second issue: Braking events (−3 pts),Average fuel consumption is only 0.28 L/100km – this is efficient for this vehicle.,Long idle time is only 0.0% – good anticipation of stops and traffic.,"274 acceleration and 309 braking events – typical for heavy traffic, but still a chance to smooth things out.",
2018-02-23_Seat_Leon_RT_S_Normal.csv,73.57086971489375,1592.5054298500922,0.2550968137630377,0.0,4.68,800,838,74.66838234843547,Efficient,Main issue: Braking events (−8 pts),Second issue: Acceleration events (−8 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 4.7% – good anticipation of stops and traffic.,"There were 800 acceleration and 838 braking events – smoother, more anticipatory driving would help.",
2018-02-23_Seat_Leon_S_RT_Normal.csv,65.57624460995687,1547.6933065464523,0.19147119393252227,0.0,5.86,655,610,85.44345672809733,Efficient,Main issue: Acceleration events (−7 pts),Second issue: Braking events (−6 pts),Average fuel consumption is only 0.19 L/100km – this is efficient for this vehicle.,Long idle time is only 5.9% – good anticipation of stops and traffic.,"There were 655 acceleration and 610 braking events – smoother, more anticipatory driving would help.",
2018-02-23_Seat_Leon_S_S_Stau.csv,30.27713625866051,1213.5915793213715,0.5450485760020165,0.0,2.58,538,597,52.36,Moderate,Main issue: Fuel use (−35 pts),Second issue: Braking events (−6 pts),Long idle time is only 2.6% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.55 L/100km – consider smoother acceleration and lower RPM where possible.,"There were 538 acceleration and 597 braking events – smoother, more anticipatory driving would help."
2018-02-26_Seat_Leon_KA_KA_Frei.csv,32.68974943052392,1358.9005011389522,0.4746125378240166,0.0,13.14,308,322,54.176495461118016,Moderate,Main issue: Fuel use (−33 pts),Second issue: Idling (−4 pts),Long idle time is only 13.1% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.47 L/100km – consider smoother acceleration and lower RPM where possible.,"308 acceleration and 322 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-02-26_Seat_Leon_RT_KA_Normal.csv,70.67870188998889,1572.765489614767,0.2469029559534529,0.0,10.74,1437,1456,60.071645285585646,Moderate,Main issue: Braking events (−15 pts),Second issue: Acceleration events (−14 pts),Average fuel consumption is only 0.25 L/100km – this is efficient for this vehicle.,Long idle time is only 10.7% – good anticipation of stops and traffic.,"There were 1437 acceleration and 1456 braking events – smoother, more anticipatory driving would help.",
2018-02-26_Seat_Leon_RT_RT_Frei.csv,51.92818110850898,1452.7150663544105,0.37997449661488336,0.0,5.06,311,310,69.663060406214,Moderate,Main issue: Fuel use (−22 pts),Second issue: Acceleration events (−3 pts),Long idle time is only 5.1% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,"Fuel consumption is 0.38 L/100km – acceptable, but there is room to reduce it with gentler throttle input.","311 acceleration and 310 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-02-27_Seat_Leon_KA_KA_Normal.csv,26.611494252873563,1308.3858620689655,0.48095344156102,0.0,19.05,429,444,48.030587012677614,Moderate,Main issue: Fuel use (−34 pts),Second issue: Idling (−6 pts),Long idle time is only 19.1% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.48 L/100km – consider smoother acceleration and lower RPM where possible.,"There were 429 acceleration and 444 braking events – smoother, more anticipatory driving would help."
2018-02-27_Seat_Leon_KA_RT_Normal.csv,83.9495141529362,1736.7072032108154,0.2645156644349228,0.0,6.76,1253,1219,64.15812026780927,Moderate,Main issue: Acceleration events (−13 pts),Second issue: Braking events (−12 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 6.8% – good anticipation of stops and traffic.,"There were 1253 acceleration and 1219 braking events – smoother, more anticipatory driving would help.",
2018-02-28_Seat_Leon_RT_S_Normal.csv,58.76003210272873,1472.7770197966827,0.29112427065165686,0.01,2.89,929,933,69.00008752180118,Moderate,Main issue: Fuel use (−11 pts),Second issue: Braking events (−9 pts),Average fuel consumption is only 0.29 L/100km – this is efficient for this vehicle.,Long idle time is only 2.9% – good anticipation of stops and traffic.,"There were 929 acceleration and 933 braking events – smoother, more anticipatory driving would help.",
2018-02-28_Seat_Leon_S_RT_Normal.csv,68.22865454545455,1541.8741527272728,0.2853851192520775,0.0,6.8,816,785,70.3437856897507,Efficient,Main issue: Fuel use (−10 pts),Second issue: Acceleration events (−8 pts),Average fuel consumption is only 0.29 L/100km – this is efficient for this vehicle.,Long idle time is only 6.8% – good anticipation of stops and traffic.,"There were 816 acceleration and 785 braking events – smoother, more anticipatory driving would help.",
2018-03-01_Seat_Leon_RT_S_Normal.csv,73.59435373301757,1580.5157048485603,0.24504206661950945,0.0,2.85,841,831,76.44995200565887,Efficient,Main issue: Acceleration events (−8 pts),Second issue: Braking events (−8 pts),Average fuel consumption is only 0.25 L/100km – this is efficient for this vehicle.,Long idle time is only 2.9% – good anticipation of stops and traffic.,"There were 841 acceleration and 831 braking events – smoother, more anticipatory driving would help.",
2018-03-01_Seat_Leon_S_RT_Normal.csv,44.45973822085106,1308.4129867284908,0.3378750275248044,0.0,23.07,1049,1048,50.94999669702348,Moderate,Main issue: Fuel use (−17 pts),Second issue: Acceleration events (−10 pts),Very little time was spent at high RPM and low speed – gear selection looks efficient.,,"Fuel consumption is 0.34 L/100km – acceptable, but there is room to reduce it with gentler throttle input.",Long idle time is 23.1% – some of this could likely be avoided.
2018-03-02_Seat_Leon_RT_S_Normal.csv,68.05963686747684,1564.6404179776578,0.24815794322323784,0.0,6.57,791,801,75.01604681321146,Efficient,Main issue: Braking events (−8 pts),Second issue: Acceleration events (−8 pts),Average fuel consumption is only 0.25 L/100km – this is efficient for this vehicle.,Long idle time is only 6.6% – good anticipation of stops and traffic.,"There were 791 acceleration and 801 braking events – smoother, more anticipatory driving would help.",
2018-03-06_Seat_Leon_KA_RT_Normal.csv,86.39085157727678,1734.0972237319825,0.2273345009956654,0.0,8.6,1225,1125,68.91985988052015,Moderate,Main issue: Acceleration events (−12 pts),Second issue: Braking events (−11 pts),Average fuel consumption is only 0.23 L/100km – this is efficient for this vehicle.,Long idle time is only 8.6% – good anticipation of stops and traffic.,"There were 1225 acceleration and 1125 braking events – smoother, more anticipatory driving would help.",
2018-03-07_Seat_Leon_RT_S_Normal.csv,64.48660386771137,1543.444199900226,0.2635948557615591,0.0,3.29,831,810,74.31361730861292,Efficient,Main issue: Acceleration events (−8 pts),Second issue: Braking events (−8 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 3.3% – good anticipation of stops and traffic.,"There were 831 acceleration and 810 braking events – smoother, more anticipatory driving would help.",
2018-03-07_Seat_Leon_S_RT_Normal.csv,65.22921769197522,1486.0005762858377,0.26858880201391044,0.0,18.37,811,779,66.68434375833074,Moderate,Main issue: Fuel use (−8 pts),Second issue: Acceleration events (−8 pts),Average fuel consumption is only 0.27 L/100km – this is efficient for this vehicle.,Long idle time is only 18.4% – good anticipation of stops and traffic.,"There were 811 acceleration and 779 braking events – smoother, more anticipatory driving would help.",
2018-03-08_Seat_Leon_RT_S_Normal.csv,56.12999838109114,1451.161863903729,0.28252815470378273,0.01,5.33,938,1014,67.91162143554607,Moderate,Main issue: Braking events (−10 pts),Second issue: Fuel use (−10 pts),Average fuel consumption is only 0.28 L/100km – this is efficient for this vehicle.,Long idle time is only 5.3% – good anticipation of stops and traffic.,"There were 938 acceleration and 1014 braking events – smoother, more anticipatory driving would help.",
